"﻿縣市","鄉鎮市區","村里","納稅單位","綜合所得總額","平均數","中位數","第一分位數","第三分位數","標準差","變異係數"
"高雄市","彌陀區","彌仁里","127","90827","715","595","390","937","500.88","70.04"
"高雄市","彌陀區","彌壽里","188","144094","766","584","410","961","569.51","74.30"
"高雄市","彌陀區","舊港里","351","219807","626","499","335","781","433.18","69.17"
"高雄市","彌陀區","過港里","212","139958","660","552","344","842","514.65","77.96"
"高雄市","彌陀區","漯底里","299","209975","702","528","332","930","553.71","78.85"
"高雄市","彌陀區","鹽埕里","541","360909","667","545","341","834","560.04","83.95"
"高雄市","彌陀區","南寮里","439","296999","677","553","370","840","489.12","72.30"
"高雄市","彌陀區","文安里","413","256297","621","490","352","783","553.04","89.12"
"高雄市","彌陀區","光和里","335","225907","674","519","331","843","552.26","81.90"
"高雄市","彌陀區","海尾里","172","109961","639","499","328","820","444.18","69.48"
"高雄市","彌陀區","彌靖里","503","355382","707","570","353","881","682.85","96.65"
"高雄市","彌陀區","其他","0","0","0","0","0","0","0.00","0.00"
"高雄市","彌陀區","合計","4030","2759365","685","548","349","859","580.23","84.74"
"高雄市","湖內區","湖內里","1105","801396","725","599","373","932","549.88","75.82"
"高雄市","湖內區","逸賢里","291","190632","655","538","351","749","560.21","85.52"
"高雄市","湖內區","中賢里","574","374642","653","534","346","839","462.90","70.92"
"高雄市","湖內區","文賢里","329","242042","736","583","400","895","609.62","82.86"
"高雄市","湖內區","太爺里","237","178759","754","578","346","954","634.89","84.17"
"高雄市","湖內區","大湖里","1194","982856","823","620","382","1016","889.61","108.07"
"高雄市","湖內區","葉厝里","832","656566","789","612","384","1025","630.20","79.86"
"高雄市","湖內區","田尾里","305","253127","830","598","400","936","787.37","94.87"
"高雄市","湖內區","海埔里","463","304090","657","518","339","848","546.47","83.20"
"高雄市","湖內區","劉家里","199","128914","648","553","371","790","453.46","70.00"
"高雄市","湖內區","公舘里","713","555850","780","630","399","1011","604.35","77.52"
"高雄市","湖內區","海山里","272","214304","788","522","353","892","956.53","121.41"
"高雄市","湖內區","忠興里","155","107553","694","584","366","846","513.60","74.02"
"高雄市","湖內區","湖東里","850","642916","756","584","389","890","825.80","109.18"
"高雄市","湖內區","其他","0","0","0","0","0","0","0.00","0.00"
"高雄市","湖內區","合計","7519","5633646","749","583","372","926","688.10","91.84"
"高雄市","旗山區","大林里","247","165522","670","529","346","786","587.71","87.70"
"高雄市","旗山區","中正里","290","180763","623","543","335","794","425.57","68.27"
"高雄市","旗山區","圓富里","352","233283","663","566","324","870","558.00","84.20"
"高雄市","旗山區","永和里","827","608445","736","583","366","917","566.73","77.03"
"高雄市","旗山區","瑞吉里","468","326024","697","530","338","880","572.92","82.24"
"高雄市","旗山區","竹峰里","330","287684","872","649","388","1181","720.75","82.68"
"高雄市","旗山區","湄洲里","398","279811","703","568","289","898","680.81","96.84"
"高雄市","旗山區","大德里","656","491279","749","570","377","937","760.96","101.61"
"高雄市","旗山區","太平里","500","365472","731","558","365","890","736.42","100.75"
"高雄市","旗山區","東昌里","241","167004","693","572","332","889","541.28","78.11"
"高雄市","旗山區","東平里","445","354296","796","625","377","991","675.21","84.81"
"高雄市","旗山區","廣福里","133","101094","760","558","349","970","691.61","90.99"
"高雄市","旗山區","三協里","472","354835","752","596","368","908","608.74","80.97"
"高雄市","旗山區","上洲里","200","147846","739","597","382","963","556.35","75.26"
"高雄市","旗山區","鯤洲里","135","116114","860","594","394","880","1459.98","169.74"
"高雄市","旗山區","大山里","264","211523","801","601","408","1000","634.88","79.24"
"高雄市","旗山區","中洲里","122","84595","693","572","318","926","578.75","83.47"
"高雄市","旗山區","南洲里","282","199950","709","572","367","858","574.22","80.98"
"高雄市","旗山區","新光里","161","117240","728","584","376","884","600.91","82.52"
"高雄市","旗山區","中寮里","22","13854","630","480","370","887","491.31","78.02"
"高雄市","旗山區","南勝里","414","294287","711","536","360","883","590.52","83.07"
"高雄市","旗山區","其他","0","0","0","0","0","0","0.00","0.00"
"高雄市","旗山區","合計","6959","5100919","733","573","358","910","655.97","89.49"
"高雄市","六龜區","六龜里","119","75632","636","532","370","768","468.07","73.65"
"高雄市","六龜區","義寶里","201","129547","645","518","299","868","522.13","81.01"
"高雄市","六龜區","中興里","248","171351","691","552","366","760","820.97","118.82"
"高雄市","六龜區","興龍里","94","49652","528","444","318","603","490.02","92.77"
"高雄市","六龜區","新發里","132","80433","609","519","319","707","472.42","77.53"
"高雄市","六龜區","荖濃里","133","67902","511","468","252","661","416.94","81.67"
"高雄市","六龜區","寶來里","87","63185","726","591","308","1021","557.33","76.74"
"高雄市","六龜區","新興里","82","61171","746","586","339","847","715.17","95.87"
"高雄市","六龜區","新威里","122","90075","738","618","409","951","543.97","73.68"
"高雄市","六龜區","新寮里","92","67068","729","595","410","900","475.44","65.22"
"高雄市","六龜區","文武里","191","122852","643","566","313","796","493.30","76.69"
"高雄市","六龜區","大津里","45","31338","696","532","376","769","574.16","82.45"
"高雄市","六龜區","其他","0","0","0","0","0","0","0.00","0.00"
"高雄市","六龜區","合計","1546","1010207","653","532","323","791","576.87","88.28"
"高雄市","內門區","內門里","182","124934","686","567","341","903","509.48","74.22"
"高雄市","內門區","永富里","152","85043","559","489","331","668","389.75","69.66"
"高雄市","內門區","永吉里","56","41086","734","548","350","918","559.33","76.24"
"高雄市","內門區","內南里","60","34563","576","499","308","777","414.11","71.89"
"高雄市","內門區","永興里","71","44132","622","546","434","773","335.37","53.96"
"高雄市","內門區","中埔里","91","61699","678","528","390","794","499.16","73.62"
"高雄市","內門區","東埔里","80","50150","627","490","311","843","593.78","94.72"
"高雄市","內門區","內豐里","225","136398","606","548","356","744","445.75","73.53"
"高雄市","內門區","觀亭里","321","228512","712","548","326","888","644.38","90.52"
"高雄市","內門區","內東里","117","76642","655","491","373","758","556.13","84.90"
"高雄市","內門區","內興里","75","46760","623","535","363","751","486.25","77.99"
"高雄市","內門區","木柵里","70","44206","632","523","339","782","418.21","66.22"
"高雄市","內門區","溝坪里","136","77741","572","509","319","720","413.60","72.36"
"高雄市","內門區","石坑里","69","44112","639","574","397","735","393.88","61.61"
"高雄市","內門區","瑞山里","41","26926","657","633","334","933","409.99","62.43"
"高雄市","內門區","光興里","106","69786","658","546","358","796","500.22","75.98"
"高雄市","內門區","金竹里","83","49163","592","533","376","762","421.00","71.08"
"高雄市","內門區","三平里","97","54546","562","475","323","735","434.14","77.21"
"高雄市","內門區","其他","0","0","0","0","0","0","0.00","0.00"
"高雄市","內門區","合計","2032","1296399","638","531","343","789","497.75","78.02"
"高雄市","美濃區","泰安里","377","307388","815","668","371","1115","653.35","80.13"
"高雄市","美濃區","瀰濃里","488","412769","846","656","414","1069","678.60","80.23"
"高雄市","美濃區","東門里","261","198329","760","645","386","961","537.51","70.74"
"高雄市","美濃區","合和里","546","414327","759","577","348","933","724.12","95.42"
"高雄市","美濃區","中圳里","440","360748","820","647","383","1088","620.32","75.66"
"高雄市","美濃區","福安里","583","471392","809","624","377","988","755.09","93.39"
"高雄市","美濃區","中壇里","443","330504","746","593","364","897","605.35","81.14"
"高雄市","美濃區","祿興里","544","415915","765","605","352","963","648.69","84.85"
"高雄市","美濃區","德興里","307","225720","735","610","401","878","550.58","74.88"
"高雄市","美濃區","清水里","372","277027","745","650","414","931","516.42","69.35"
"高雄市","美濃區","吉和里","298","204303","686","555","346","880","558.90","81.52"
"高雄市","美濃區","吉洋里","336","246099","732","565","400","874","666.61","91.01"
"高雄市","美濃區","吉東里","339","237867","702","544","353","855","646.01","92.07"
"高雄市","美濃區","龍肚里","272","214845","790","595","403","1061","592.55","75.02"
"高雄市","美濃區","龍山里","377","288631","766","591","370","1008","576.05","75.24"
"高雄市","美濃區","獅山里","481","335991","699","587","370","891","525.64","75.25"
"高雄市","美濃區","廣林里","227","159558","703","583","361","875","523.03","74.41"
"高雄市","美濃區","廣德里","229","163851","716","585","366","935","544.85","76.15"
"高雄市","美濃區","興隆里","214","155461","726","573","365","911","565.35","77.82"
"高雄市","美濃區","其他","0","0","0","0","0","0","0.00","0.00"
"高雄市","美濃區","合計","7134","5420726","760","603","372","957","623.85","82.10"
"高雄市","杉林區","上平里","264","164028","621","507","337","746","486.98","78.38"
"高雄市","杉林區","杉林里","85","45275","533","471","312","633","363.04","68.16"
"高雄市","杉林區","月眉里","298","212423","713","617","362","925","493.39","69.22"
"高雄市","杉林區","月美里","222","147767","666","512","317","837","581.92","87.43"
"高雄市","杉林區","新庄里","217","142579","657","542","361","886","469.96","71.53"
"高雄市","杉林區","集來里","135","85324","632","485","334","744","597.10","94.47"
"高雄市","杉林區","木梓里","74","46279","625","488","319","779","457.94","73.22"
"高雄市","杉林區","大愛里","262","148616","567","566","334","703","364.97","64.34"
"高雄市","杉林區","其他","0","0","0","0","0","0","0.00","0.00"
"高雄市","杉林區","合計","1557","992291","637","534","334","798","487.90","76.56"
"高雄市","甲仙區","東安里","81","57479","710","557","346","795","620.75","87.48"
"高雄市","甲仙區","西安里","168","119686","712","552","351","878","567.20","79.62"
"高雄市","甲仙區","和安里","97","71495","737","590","356","1008","576.93","78.28"
"高雄市","甲仙區","關山里","68","37523","552","448","243","763","450.27","81.60"
"高雄市","甲仙區","小林里","58","36082","622","559","363","794","411.53","66.15"
"高雄市","甲仙區","大田里","245","134963","551","464","298","743","397.04","72.08"
"高雄市","甲仙區","寶隆里","83","39879","480","372","290","675","319.14","66.42"
"高雄市","甲仙區","其他","0","0","0","0","0","0","0.00","0.00"
"高雄市","甲仙區","合計","800","497106","621","510","318","796","491.58","79.11"
"高雄市","茂林區","茂林里","159","114341","719","616","384","895","549.77","76.45"
